GARE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
Martigues;935000;1;839+105;51e96fde-6665-11e3-afff-01f464e0362d;864192.8083000034;6257160.567699999;5.025837749438563;43.394611489476596;43.394611489476596, 5.025837749438563;43.39461148945287, 5.025837749438565;"{""coordinates"": [5.025837749438565, 43.39461148945287], ""type"": ""Point""}"
Dieupentale;640000;1;227+684;51e2da02-6665-11e3-afff-01f464e0362d;562661.189000003;6306250.822799999;1.292281667012316;43.841901590248554;43.841901590248554, 1.2922816670123156;43.841901590225895, 1.2922816670123143;"{""coordinates"": [1.292281667012314, 43.841901590225895], ""type"": ""Point""}"
Varennes-sur-Allier;750000;1;344+380;51dfef1e-6665-11e3-afff-01f464e0362d;732160.1523000002;6577273.2042;3.417782118903773;46.29458737083429;46.29458737083429, 3.4177821189037734;46.294587370818405, 3.417782118903774;"{""coordinates"": [3.417782118903774, 46.294587370818405], ""type"": ""Point""}"
St-Avit;642000;1;163+924;51e0d5b0-6665-11e3-afff-01f464e0362d;427831.3699999973;6323769.8554;-0.392043685664322;43.960310422322564;43.960310422322564, -0.39204368566432196;43.96031042230021, -0.39204368566432435;"{""coordinates"": [-0.392043685664324, 43.96031042230021], ""type"": ""Point""}"
Dreux;397000;1;003+519;51e692bc-6665-11e3-afff-01f464e0362d;582383.3539000005;6851662.430300001;1.400049935365506;48.754347213754194;48.754347213754194, 1.4000499353655063;48.75434721373161, 1.4000499353655047;"{""coordinates"": [1.400049935365505, 48.75434721373161], ""type"": ""Point""}"
;365501;1;004+466;51ec894c-6665-11e3-afff-01f464e0362d;558812.7203999981;6928230.2776999995;1.053868421349169;49.437848646782456;49.437848646782456, 1.0538684213491687;49.43784864676328, 1.0538684213491671;"{""coordinates"": [1.053868421349167, 49.43784864676328], ""type"": ""Point""}"
St-Étienne-Pont-de-l'Âne;780000;1;002+245;51e32542-6665-11e3-afff-01f464e0362d;810115.0626000017;6484518.3259;4.408832014618609;45.451264539545;45.451264539545, 4.408832014618609;45.45126453952669, 4.40883201461861;"{""coordinates"": [4.40883201461861, 45.45126453952669], ""type"": ""Point""}"
Champagnole;878000;1;013+485;14df01ae-a761-11eb-97ff-01a0b2273146;921901.501500003;6631929.831799999;5.907518999341306;46.75071506695991;46.75071506695991, 5.907518999341306;46.750715066945354, 5.907518999341309;"{""coordinates"": [5.907518999341309, 46.750715066945354], ""type"": ""Point""}"
La Teste;657000;1;054+440;cef7338a-dfb5-11e3-8eff-01a464e0362d;371845.73569999635;6401732.131099999;-1.139530772785187;44.637256112128405;44.637256112128405, -1.139530772785187;44.63725611210784, -1.1395307727851902;"{""coordinates"": [-1.13953077278519, 44.63725611210784], ""type"": ""Point""}"
Pontarlier;875000;1;453+790;cef8feb2-dfb5-11e3-8eff-01a464e0362d;955590.019100003;6649686.365699999;6.358324655372314;46.89843546447395;46.89843546447395, 6.358324655372314;46.89843546445983, 6.358324655372317;"{""coordinates"": [6.358324655372317, 46.89843546445983], ""type"": ""Point""}"
Port-de-Piles;598000;1;285+361;51e34608-6665-11e3-afff-01f464e0362d;520548.1930000037;6657913.1831;0.638138947467343;46.997283805896515;46.997283805896515, 0.638138947467343;46.997283805882674, 0.638138947467341;"{""coordinates"": [0.638138947467341, 46.997283805882674], ""type"": ""Point""}"
Champigneulles;070000;1;346+501;51e886c4-6665-11e3-afff-01f464e0362d;932589.8115999997;6853458.3486;6.163659246808836;48.73930481712589;48.73930481712589, 6.163659246808836;48.73930481710324, 6.163659246808838;"{""coordinates"": [6.163659246808838, 48.73930481710324], ""type"": ""Point""}"
Lamballe;420000;1;455+625;51e31896-6665-11e3-afff-01f464e0362d;291536.179899998;6832628.248399999;-2.529908066392892;48.46514360098739;48.46514360098739, -2.5299080663928923;48.46514360096332, -2.5299080663928963;"{""coordinates"": [-2.529908066392896, 48.46514360096332], ""type"": ""Point""}"
Moulins-sur-Allier;770606;1;002+110;51e276ee-6665-11e3-afff-01f464e0362d;726993.9416000023;6605191.9155;3.352288608827254;46.546208190661304;46.546208190661304, 3.3522886088272537;46.546208190646155, 3.3522886088272537;"{""coordinates"": [3.352288608827254, 46.546208190646155], ""type"": ""Point""}"
Voreppe;905000;1;115+662;51dfbe5c-6665-11e3-afff-01f464e0362d;905127.918399997;6470314.896299999;5.61773556200767;45.30159574141431;45.30159574141431, 5.61773556200767;45.30159574139557, 5.617735562007673;"{""coordinates"": [5.617735562007673, 45.30159574139557], ""type"": ""Point""}"
Aunay-Tréon;409000;1;034+510;51e2b60a-6665-11e3-afff-01f464e0362d;575838.429899998;6842892.840100002;1.313592502198987;48.67426275856658;48.67426275856658, 1.313592502198987;48.67426275854357, 1.3135925021989856;"{""coordinates"": [1.313592502198986, 48.67426275854357], ""type"": ""Point""}"
Guignicourt;082000;1;020+140;51e71ae4-6665-11e3-afff-01f464e0362d;770109.2841999978;6925342.127599999;3.966049756238238;49.42367384843428;49.42367384843428, 3.966049756238238;49.423673848415035, 3.9660497562382395;"{""coordinates"": [3.96604975623824, 49.423673848415035], ""type"": ""Point""}"
Beaumont-de-Lomagne;649000;1;212+733;cef6fb10-dfb5-11e3-8eff-01a464e0362d;537842.733099997;6310747.7042;0.98237590516448;43.87709047312512;43.87709047312512, 0.9823759051644799;43.87709047310256, 0.9823759051644787;"{""coordinates"": [0.982375905164479, 43.87709047310256], ""type"": ""Point""}"
Morains-le-Petit;010000;1;027+440;51e1803e-6665-11e3-afff-01f464e0362d;772227.75;6857414.703899998;3.983579212878629;48.81275332891382;48.81275332891382, 3.983579212878629;48.81275332889154, 3.98357921287863;"{""coordinates"": [3.98357921287863, 48.81275332889154], ""type"": ""Point""}"
Landres;218000;1;012+528;cef76e50-dfb5-11e3-8eff-01a464e0362d;904974.9078999981;6917611.3429999985;5.819526513720115;49.325141942743414;49.325141942743414, 5.819526513720115;49.32514194272369, 5.819526513720118;"{""coordinates"": [5.819526513720118, 49.32514194272369], ""type"": ""Point""}"
St-Dizier;020000;1;235+325;51e24e56-6665-11e3-afff-01f464e0362d;844521.4316999987;6839407.195;4.961660800382324;48.63868850044832;48.63868850044832, 4.961660800382324;48.63868850042513, 4.961660800382326;"{""coordinates"": [4.961660800382326, 48.63868850042513], ""type"": ""Point""}"
Marchezais-Broué;395000;1;068+500;cef5c73c-dfb5-11e3-8eff-01a464e0362d;591564.1963;6853436.361000001;1.52445661390121;48.77190678422995;48.77190678422995, 1.5244566139012103;48.77190678420745, 1.5244566139012092;"{""coordinates"": [1.524456613901209, 48.77190678420745], ""type"": ""Point""}"
;340506;1;145+946;cef73614-dfb5-11e3-8eff-01a464e0362d;556607.7110999972;6927193.952500001;1.023844494764627;49.42804478327414;49.42804478327414, 1.0238444947646268;49.42804478325491, 1.0238444947646248;"{""coordinates"": [1.023844494764625, 49.42804478325491], ""type"": ""Point""}"
Le Coteau;769000;1;003+555;51e773ec-6665-11e3-afff-01f464e0362d;784738.5870999992;6547523.5242;4.095389936354333;46.02216921607274;46.02216921607274, 4.095389936354333;46.02216921605605, 4.095389936354333;"{""coordinates"": [4.095389936354333, 46.02216921605605], ""type"": ""Point""}"
Issoire;790000;1;452+237;51e68ce4-6665-11e3-afff-01f464e0362d;719667.4846000001;6496078.863600001;3.252127521259328;45.56392646394824;45.56392646394824, 3.2521275212593275;45.56392646393024, 3.252127521259328;"{""coordinates"": [3.252127521259328, 45.56392646393024], ""type"": ""Point""}"
Hagetmau;653000;1;209+660;51df6a18-6665-11e3-afff-01f464e0362d;410719.29399999976;6291716.3136;-0.586891699677538;43.66534273740019;43.66534273740019, -0.5868916996775376;43.66534273737709, -0.5868916996775408;"{""coordinates"": [-0.586891699677541, 43.66534273737709], ""type"": ""Point""}"
Châteauroux;696000;1;263+447;51e1d072-6665-11e3-afff-01f464e0362d;601800.3579000011;6635681.9175;1.712045122587798;46.814076277244816;46.814076277244816, 1.7120451225877984;46.814076277230456, 1.7120451225877975;"{""coordinates"": [1.712045122587798, 46.814076277230456], ""type"": ""Point""}"
Venizel;205000;1;004+436;51ef643c-6665-11e3-afff-01f464e0362d;728808.1595999971;6918735.565400001;3.396512675528146;49.36749600192126;49.36749600192126, 3.396512675528146;49.367496001901756, 3.3965126755281463;"{""coordinates"": [3.396512675528146, 49.367496001901756], ""type"": ""Point""}"
;365501;1;003+657;51ec894c-6665-11e3-afff-01f464e0362d;559460.2019999996;6928450.848499998;1.06271516873247;49.439973629944696;49.439973629944696, 1.0627151687324699;49.43997362992555, 1.0627151687324679;"{""coordinates"": [1.062715168732468, 49.43997362992555], ""type"": ""Point""}"
Bailleul-sur-Thérain;317000;1;009+121;51df60b8-6665-11e3-afff-01f464e0362d;641707.1045999974;6921860.447000001;2.197245957702507;49.39357094547412;49.39357094547412, 2.197245957702507;49.39357094545473, 2.1972459577025063;"{""coordinates"": [2.197245957702506, 49.39357094545473], ""type"": ""Point""}"
Barberey-St-Sulpice;005300;1;002+380;51e8f5fa-6665-11e3-afff-01f464e0362d;777287.449500002;6802575.647999998;4.042613206129454;48.31890990088795;48.31890990088795, 4.042613206129454;48.31890990087798, 4.042613206129455;"{""coordinates"": [4.042613206129455, 48.31890990087798], ""type"": ""Point""}"
Dainville;306000;1;074+500;51e7135e-6665-11e3-afff-01f464e0362d;679800.1224000007;7018300.949099999;2.717059193290896;50.26231950936315;50.26231950936315, 2.717059193290896;50.26231950934784, 2.717059193290896;"{""coordinates"": [2.717059193290896, 50.26231950934784], ""type"": ""Point""}"
Issoudun;590000;2;234+210;51e88c92-6665-11e3-afff-01f464e0362d;624334.5966000035;6653173.988200001;2.004669361429625;46.974486409467616;46.974486409467616, 2.004669361429625;46.97448640945372, 2.0046693614296243;"{""coordinates"": [2.004669361429624, 46.97448640945372], ""type"": ""Point""}"
Civry-St-Cloud;558000;1;026+293;51e982ea-6665-11e3-afff-01f464e0362d;582326.927699998;6775491.435800001;1.420012673843292;48.06920543903388;48.06920543903388, 1.4200126738432923;48.06920543902319, 1.4200126738432914;"{""coordinates"": [1.420012673843291, 48.06920543902319], ""type"": ""Point""}"
Blois-Chambord;591000;1;178+245;cef43c76-dfb5-11e3-8eff-01a464e0362d;574135.4914999977;6723420.9639;1.324888550757036;47.59915201315105;47.59915201315105, 1.3248885507570358;47.59915201313899, 1.3248885507570347;"{""coordinates"": [1.324888550757035, 47.59915201313899], ""type"": ""Point""}"
Hagondange;180000;1;173+645;51e6b4f8-6665-11e3-afff-01f464e0362d;930425.9204000011;6912320.816300001;6.166345771355632;49.268947738840836;49.268947738840836, 6.166345771355632;49.26894773882084, 6.166345771355635;"{""coordinates"": [6.166345771355635, 49.26894773882084], ""type"": ""Point""}"
Mignères-Gondréville;745000;1;115+435;cb026fa4-e7e3-11e5-9cff-01d064e0362d;673903.8592000008;6771176.278999999;2.649821624462318;48.04044798396481;48.04044798396481, 2.6498216244623176;48.040447983954046, 2.649821624462317;"{""coordinates"": [2.649821624462317, 48.040447983954046], ""type"": ""Point""}"
Le Teil;800000;1;670+035;51e7a0c8-6665-11e3-afff-01f464e0362d;834248.6376999989;6380925.951000001;4.689166032466972;44.51447541042595;44.51447541042595, 4.6891660324669715;44.51447541040506, 4.689166032466972;"{""coordinates"": [4.689166032466972, 44.51447541040506], ""type"": ""Point""}"
Tarbes;650000;1;155+916;51ea2354-6665-11e3-afff-01f464e0362d;462241.369599998;6242323.3475;0.073979496525715;43.240454911391566;43.240454911391566, 0.0739794965257151;43.240454911367465, 0.07397949652571272;"{""coordinates"": [0.073979496525713, 43.240454911367465], ""type"": ""Point""}"
Corbeil-Essonnes;745000;1;032+142;51eaa620-6665-11e3-afff-01f464e0362d;661287.8610000014;6835211.073800001;2.474819526411761;48.61593479471179;48.61593479471179, 2.474819526411761;48.6159347946885, 2.4748195264117605;"{""coordinates"": [2.474819526411761, 48.6159347946885], ""type"": ""Point""}"
Orchies;268000;1;246+755;cef9888a-dfb5-11e3-8eff-01a464e0362d;717404.0025999993;7042509.079100002;3.244830460380737;50.47973407029985;50.47973407029985, 3.2448304603807365;50.47973407028549, 3.244830460380737;"{""coordinates"": [3.244830460380737, 50.47973407028549], ""type"": ""Point""}"
Raon-l'Étape;067000;1;419+652;51e33bf8-6665-11e3-afff-01f464e0362d;984740.4302000031;6818120.392700002;6.848570912415461;48.40091295791781;48.40091295791781, 6.848570912415461;48.400912957893404, 6.848570912415465;"{""coordinates"": [6.848570912415465, 48.400912957893404], ""type"": ""Point""}"
Peynier-Rousset;947000;1;066+547;51e0e198-6665-11e3-afff-01f464e0362d;910416.6367999986;6266731.199900001;5.599674916018034;43.46849941115233;43.46849941115233, 5.599674916018034;43.46849941112875, 5.599674916018036;"{""coordinates"": [5.599674916018036, 43.46849941112875], ""type"": ""Point""}"
Le Petit-Thérain;329000;1;065+070;51e69e60-6665-11e3-afff-01f464e0362d;660044.2295999974;6905524.0766;2.451320491910328;49.24813678456641;49.24813678456641, 2.4513204919103284;49.248136784546304, 2.4513204919103275;"{""coordinates"": [2.451320491910328, 49.248136784546304], ""type"": ""Point""}"
Dirinon Loperhet;470000;1;756+975;51e8a984-6665-11e3-afff-01f464e0362d;162496.82370000333;6834599.642700002;-4.270653314610998;48.388823382577655;48.388823382577655, -4.270653314610998;48.388823382553184, -4.270653314611002;"{""coordinates"": [-4.270653314611002, 48.388823382553184], ""type"": ""Point""}"
Tourcoing;268000;1;274+647;51e2c94a-6665-11e3-afff-01f464e0362d;713034.3246000037;7068735.9826;3.184221119624441;50.71521938138202;50.71521938138202, 3.184221119624441;50.71521938136869, 3.1842211196244414;"{""coordinates"": [3.184221119624441, 50.71521938136869], ""type"": ""Point""}"
Malesherbes;745000;1;079+389;51e2fcce-6665-11e3-afff-01f464e0362d;654887.3888999969;6796779.097600002;2.392006442866954;48.269784799472745;48.269784799472745, 2.3920064428669536;48.26978479946265, 2.3920064428669527;"{""coordinates"": [2.392006442866953, 48.26978479946265], ""type"": ""Point""}"
Revel-Sorèze;736000;1;333+721;51e8592e-6665-11e3-afff-01f464e0362d;616019.8071999997;6262086.805399999;1.96287233536864;43.452918471651756;43.452918471651756, 1.9628723353686401;43.45291847162815, 1.9628723353686393;"{""coordinates"": [1.962872335368639, 43.45291847162815], ""type"": ""Point""}"
Bricon;840000;1;002+250;51e0b678-6665-11e3-afff-01f464e0362d;845775.7541999966;6776582.771200001;4.957543410537722;48.07335935676474;48.07335935676474, 4.957543410537722;48.07335935675406, 4.957543410537724;"{""coordinates"": [4.957543410537724, 48.07335935675406], ""type"": ""Point""}"
Clermont-Ferrand;784000;1;003+974;cef1cde2-dfb5-11e3-8eff-01a464e0362d;711375.4302999973;6521470.4518;3.146431411879435;45.79276119587239;45.79276119587239, 3.1464314118794348;45.79276119585505, 3.1464314118794348;"{""coordinates"": [3.146431411879435, 45.79276119585505], ""type"": ""Point""}"
Feurs;750000;1;463+239;51e352ae-6665-11e3-afff-01f464e0362d;795645.1525000036;6514929.056299999;4.229792613880945;45.727244620211835;45.727244620211835, 4.229792613880945;45.72724462019429, 4.229792613880945;"{""coordinates"": [4.229792613880945, 45.72724462019429], ""type"": ""Point""}"
Chandieu-Toussieu;905000;1;017+528;51e90fd2-6665-11e3-afff-01f464e0362d;855958.5235999972;6509740.2064;5.003332935176639;45.669410775358784;45.669410775358784, 5.003332935176639;45.66941077534109, 5.0033329351766405;"{""coordinates"": [5.00333293517664, 45.66941077534109], ""type"": ""Point""}"
Bessines;604000;1;446+498;51e8b112-6665-11e3-afff-01f464e0362d;574059.3413999975;6559698.346000001;1.368879364540505;46.125381337802295;46.125381337802295, 1.3688793645405053;46.1253813377859, 1.368879364540504;"{""coordinates"": [1.368879364540504, 46.1253813377859], ""type"": ""Point""}"
Angoulême;570000;3;448+835;51f201ae-6665-11e3-afff-01f464e0362d;479544.42849999666;6510355.5209;0.168506483826399;45.65717103138673;45.65717103138673, 0.16850648382639913;45.657171031368996, 0.16850648382639716;"{""coordinates"": [0.168506483826397, 45.657171031368996], ""type"": ""Point""}"
Revigny;070000;1;237+812;51e3da6a-6665-11e3-afff-01f464e0362d;845575.8238999993;6859957.351799998;4.982970050852731;48.823226218619645;48.823226218619645, 4.982970050852731;48.82322621859741, 4.982970050852733;"{""coordinates"": [4.982970050852733, 48.82322621859741], ""type"": ""Point""}"
Civry-St-Cloud;558000;1;030+555;51ef92fa-6665-11e3-afff-01f464e0362d;586567.0912000015;6775052.750999998;1.477044232060912;48.06600825013195;48.06600825013195, 1.477044232060912;48.06600825012126, 1.477044232060911;"{""coordinates"": [1.477044232060911, 48.06600825012126], ""type"": ""Point""}"
La Chapelle-d'Ambès;583000;1;592+775;51f22fd4-6665-11e3-afff-01f464e0362d;417828.4503000006;6442593.736400001;-0.583710925673219;45.02494473862789;45.02494473862789, -0.5837109256732188;45.024944738608376, -0.5837109256732211;"{""coordinates"": [-0.583710925673221, 45.024944738608376], ""type"": ""Point""}"
Neuville-aux-Bois;683000;1;140+450;51e89ac0-6665-11e3-afff-01f464e0362d;629902.2317000031;6775278.629000001;2.058755654287966;48.07412520659358;48.07412520659358, 2.0587556542879657;48.0741252065829, 2.058755654287965;"{""coordinates"": [2.058755654287965, 48.0741252065829], ""type"": ""Point""}"
Turckheim;119000;1;006+361;51e4114a-6665-11e3-afff-01f464e0362d;1018073.2978999987;6784540.8955999985;7.273721543221405;48.08375686433266;48.08375686433266, 7.273721543221405;48.08375686432202, 7.2737215432214075;"{""coordinates"": [7.273721543221408, 48.08375686432202], ""type"": ""Point""}"
Brienne-le-Château;015000;1;211+353;a4a9d104-9243-11e3-94ff-010c64e0362d;815275.8254999965;6814320.137499999;4.558094058365887;48.41893107537822;48.41893107537822, 4.558094058365887;48.418931075353896, 4.558094058365889;"{""coordinates"": [4.558094058365889, 48.418931075353896], ""type"": ""Point""}"
