GARE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
Chalandray;524000;1;020+476;51e787f2-6665-11e3-afff-01f464e0362d;469722.26690000296;6622597.022999998;-0.01250288708327;46.66391375650531;46.66391375650531, -0.012502887083270194;46.6639137564905, -0.012502887083272579;"{""coordinates"": [-0.012502887083273, 46.6639137564905], ""type"": ""Point""}"
Épinal;042000;1;047+495;51e3d7dc-6665-11e3-afff-01f464e0362d;954814.8662;6795319.5304999985;6.431252690347694;48.20839235447936;48.20839235447936, 6.431252690347694;48.20839235446906, 6.431252690347698;"{""coordinates"": [6.431252690347698, 48.20839235446906], ""type"": ""Point""}"
Crépy-Couvron;261000;1;096+264;a4aa310c-9243-11e3-94ff-010c64e0362d;736627.1295000017;6947796.525899999;3.506696267769939;49.62827292012091;49.62827292012091, 3.5066962677699394;49.628272920102646, 3.50669626776994;"{""coordinates"": [3.50669626776994, 49.628272920102646], ""type"": ""Point""}"
Veauche-St-Galmier;750670;1;002+010;cef4807e-dfb5-11e3-8eff-01a464e0362d;802306.0336999968;6494509.918099999;4.31106323526706;45.542433155567394;45.542433155567394, 4.31106323526706;45.54243315554933, 4.311063235267061;"{""coordinates"": [4.311063235267061, 45.54243315554933], ""type"": ""Point""}"
Mirepeisset-Argeliers;734000;1;421+022;51e16960-6665-11e3-afff-01f464e0362d;693426.9487999976;6242883.578400001;2.919063443615205;43.28509493999201;43.28509493999201, 2.9190634436152054;43.285094939968005, 2.9190634436152054;"{""coordinates"": [2.919063443615205, 43.285094939968005], ""type"": ""Point""}"
Piennes;218000;1;009+330;cef76346-dfb5-11e3-8eff-01a464e0362d;902691.6401999965;6916216.2267;5.787468163934077;49.31333748502379;49.31333748502379, 5.787468163934077;49.31333748500401, 5.78746816393408;"{""coordinates"": [5.78746816393408, 49.31333748500401], ""type"": ""Point""}"
Lorient;470000;1;615+724;51dffa06-6665-11e3-afff-01f464e0362d;226342.12409999967;6760705.5997;-3.331061510375621;47.7757560710536;47.7757560710536, -3.3310615103756205;47.77575607104206, -3.3310615103756245;"{""coordinates"": [-3.331061510375624, 47.77575607104206], ""type"": ""Point""}"
;930000;1;063+616;cef1e862-dfb5-11e3-8eff-01a464e0362d;935359.4971999973;6229793.318;5.890878717225263;43.12862043768618;43.12862043768618, 5.890878717225263;43.12862043766182, 5.890878717225266;"{""coordinates"": [5.890878717225266, 43.12862043766182], ""type"": ""Point""}"
Rion-des-Landes;655000;1;122+938;51e9daea-6665-11e3-afff-01f464e0362d;385203.49620000273;6320151.6043;-0.920264765596699;43.910025572198315;43.910025572198315, -0.9202647655966988;43.910025572175826, -0.9202647655967011;"{""coordinates"": [-0.920264765596701, 43.910025572175826], ""type"": ""Point""}"
Pont-de-Roide;859000;1;015+370;51e75030-6665-11e3-afff-01f464e0362d;983938.7181999981;6705255.651000001;6.765069909438425;47.38670608966715;47.38670608966715, 6.765069909438425;47.38670608965448, 6.765069909438428;"{""coordinates"": [6.765069909438428, 47.38670608965448], ""type"": ""Point""}"
Lézignan-la-Cèbe;732000;2;471+506;51e43ae8-6665-11e3-afff-01f464e0362d;735353.5856000036;6265287.404199999;3.436844452476111;43.485795765696125;43.485795765696125, 3.4368444524761106;43.485795765672584, 3.436844452476111;"{""coordinates"": [3.436844452476111, 43.485795765672584], ""type"": ""Point""}"
Soissons;205000;1;001+690;51df9a80-6665-11e3-afff-01f464e0362d;726129.9474000037;6919316.810199998;3.359687004154834;49.37283583371895;49.37283583371895, 3.359687004154834;49.372835833699455, 3.3596870041548343;"{""coordinates"": [3.359687004154834, 49.372835833699455], ""type"": ""Point""}"
L'Isle-d'Abeau;905626;1;004+089;cef4a07e-dfb5-11e3-8eff-01a464e0362d;863056.2172999978;6509771.047899999;5.09447356857438;45.66803017403134;45.66803017403134, 5.09447356857438;45.668030174013644, 5.094473568574382;"{""coordinates"": [5.094473568574382, 45.668030174013644], ""type"": ""Point""}"
Cases-de-Pène;676000;1;465+151;51e720b4-6665-11e3-afff-01f464e0362d;684372.4453999996;6186450.2839;2.809250732110288;42.77741321894076;42.77741321894076, 2.8092507321102884;42.777413218915584, 2.809250732110288;"{""coordinates"": [2.809250732110288, 42.777413218915584], ""type"": ""Point""}"
Ugine;898000;1;037+391;51e1a4b4-6665-11e3-afff-01f464e0362d;966079.2336999997;6520972.8079;6.422713501882989;45.73643791988145;45.73643791988145, 6.422713501882989;45.73643791986395, 6.422713501882992;"{""coordinates"": [6.422713501882992, 45.73643791986395], ""type"": ""Point""}"
Le Châtelet;205000;1;081+838;cef2f24e-dfb5-11e3-8eff-01a464e0362d;792866.3224999979;6924950.603;4.27948793321019;49.41724677014909;49.41724677014909, 4.27948793321019;49.41724677012982, 4.279487933210191;"{""coordinates"": [4.279487933210191, 49.41724677012982], ""type"": ""Point""}"
Cozes;546000;1;025+140;cef6c962-dfb5-11e3-8eff-01a464e0362d;400512.8616999984;6505915.027899999;-0.842396597751557;45.58715373260435;45.58715373260435, -0.8423965977515567;45.587153732586415, -0.8423965977515592;"{""coordinates"": [-0.842396597751559, 45.587153732586415], ""type"": ""Point""}"
Malesherbes;747000;1;025+198;51e69618-6665-11e3-afff-01f464e0362d;655443.175999999;6798511.850200001;2.399318984421893;48.28541292237218;48.28541292237218, 2.3993189844218934;48.28541292236212, 2.3993189844218925;"{""coordinates"": [2.399318984421893, 48.28541292236212], ""type"": ""Point""}"
Angoulême;610000;2;517+215;51e77c46-6665-11e3-afff-01f464e0362d;480561.81660000235;6512138.8094;0.180745097360175;45.67354669507537;45.67354669507537, 0.18074509736017452;45.67354669505769, 0.18074509736017214;"{""coordinates"": [0.180745097360172, 45.67354669505769], ""type"": ""Point""}"
Montrabé;718000;1;392+294;cef41de8-dfb5-11e3-8eff-01a464e0362d;577618.2177999988;6283241.5298999995;1.483707179670846;43.637643502641964;43.637643502641964, 1.4837071796708459;43.63764350261879, 1.483707179670845;"{""coordinates"": [1.483707179670845, 43.63764350261879], ""type"": ""Point""}"
Dugny;088000;1;045+190;51e22e68-6665-11e3-afff-01f464e0362d;873916.7145999968;6891542.0834;5.381776742616366;49.10009636724173;49.10009636724173, 5.381776742616366;49.1000963672209, 5.381776742616368;"{""coordinates"": [5.381776742616368, 49.1000963672209], ""type"": ""Point""}"
La Chapelle-St-Ursin-Morthomiers;695000;1;231+678;51e42bdc-6665-11e3-afff-01f464e0362d;646982.7791000009;6660973.920699999;2.30166569805246;47.046894888472224;47.046894888472224, 2.3016656980524597;47.04689488845855, 2.301665698052459;"{""coordinates"": [2.301665698052459, 47.04689488845855], ""type"": ""Point""}"
;422000;1;059+475;51df6942-6665-11e3-afff-01f464e0362d;551448.9689999968;6863041.8706;0.975443522696126;48.85027858437662;48.85027858437662, 0.9754435226961262;48.850278584354534, 0.9754435226961247;"{""coordinates"": [0.975443522696125, 48.850278584354534], ""type"": ""Point""}"
Mulhouse-Ville;115000;1;104+510;51e2c6c8-6665-11e3-afff-01f464e0362d;1022110.3056999967;6747560.512200002;7.30082029676007;47.74946854649198;47.74946854649198, 7.30082029676007;47.749468546480365, 7.300820296760072;"{""coordinates"": [7.300820296760072, 47.749468546480365], ""type"": ""Point""}"
Limoges-Puy-Imbert;606606;1;471+143;51ea8776-6665-11e3-afff-01f464e0362d;565705.1640999988;6532113.223700002;1.268546743853741;45.87543423746297;45.87543423746297, 1.268546743853741;45.87543423744586, 1.2685467438537394;"{""coordinates"": [1.268546743853739, 45.87543423744586], ""type"": ""Point""}"
Pont-d'Ardres;295000;1;094+071;cef879c4-dfb5-11e3-8eff-01a464e0362d;627888.8606999964;7088697.308600001;1.9772153323142;50.89025831755252;50.89025831755252, 1.9772153323142;50.890258317539946, 1.9772153323141994;"{""coordinates"": [1.977215332314199, 50.890258317539946], ""type"": ""Point""}"
Gazinet-Cestas;655000;1;010+456;51e65eb8-6665-11e3-afff-01f464e0362d;409870.7848000005;6416639.553599998;-0.66932636525299;44.78822342549823;44.78822342549823, -0.6693263652529897;44.78822342547807, -0.669326365252992;"{""coordinates"": [-0.669326365252992, 44.78822342547807], ""type"": ""Point""}"
La Chapelle-d'Ambès;583000;1;593+378;51f28088-6665-11e3-afff-01f464e0362d;417380.7648999989;6442849.953200001;-0.589536740974527;45.02706625982417;45.02706625982417, -0.5895367409745267;45.027066259804656, -0.589536740974529;"{""coordinates"": [-0.589536740974529, 45.027066259804656], ""type"": ""Point""}"
Barenton-Bugny;229000;1;146+211;51e0bb92-6665-11e3-afff-01f464e0362d;747121.7028999999;6946658.128400002;3.651741367409022;49.61735160215125;49.61735160215125, 3.6517413674090218;49.61735160213295, 3.6517413674090227;"{""coordinates"": [3.651741367409023, 49.61735160213295], ""type"": ""Point""}"
Vitry-la-Ville;070000;1;194+278;51e91f96-6665-11e3-afff-01f464e0362d;811031.9165000021;6856081.635200001;4.511550510376289;48.79525196735448;48.79525196735448, 4.5115505103762885;48.79525196733211, 4.51155051037629;"{""coordinates"": [4.51155051037629, 48.79525196733211], ""type"": ""Point""}"
Poinçon;839000;1;025+680;cef9e53e-dfb5-11e3-8eff-01a464e0362d;808298.4826000035;6752753.943300001;4.448545086284167;47.866239599511154;47.866239599511154, 4.448545086284167;47.866239599499885, 4.448545086284168;"{""coordinates"": [4.448545086284168, 47.866239599499885], ""type"": ""Point""}"
Fossé-Marolles;559000;1;061+106;51e230fe-6665-11e3-afff-01f464e0362d;571968.4126000032;6727045.7129999995;1.29501463241073;47.63135375499119;47.63135375499119, 1.2950146324107301;47.631353754979216, 1.295014632410729;"{""coordinates"": [1.295014632410729, 47.631353754979216], ""type"": ""Point""}"
La Motte-Ste-Rosseline;943000;1;004+584;51e7f928-6665-11e3-afff-01f464e0362d;984371.9411000013;6270965.1316;6.51466251130715;43.480808793070594;43.480808793070594, 6.51466251130715;43.48080879304704, 6.514662511307152;"{""coordinates"": [6.514662511307152, 43.48080879304704], ""type"": ""Point""}"
Les Aubrais-Orléans;570000;1;116+210;51effd54-6665-11e3-afff-01f464e0362d;617584.0825000033;6761561.4694;1.895947697412242;47.94925863559865;47.94925863559865, 1.8959476974122418;47.94925863558762, 1.8959476974122411;"{""coordinates"": [1.895947697412241, 47.94925863558762], ""type"": ""Point""}"
Les Ormes-sur-Vienne;570000;3;285+540;51f28dc2-6665-11e3-afff-01f464e0362d;518171.994099997;6655114.877900001;0.607998883560903;46.97145695040431;46.97145695040431, 0.6079988835609025;46.97145695039041, 0.6079988835609005;"{""coordinates"": [0.6079988835609, 46.97145695039041], ""type"": ""Point""}"
Lumes;204000;2;142+250;51e60884-6665-11e3-afff-01f464e0362d;827241.0856000036;6961494.805;4.764206423917471;49.7396422821663;49.7396422821663, 4.764206423917471;49.73964228214858, 4.764206423917472;"{""coordinates"": [4.764206423917472, 49.73964228214858], ""type"": ""Point""}"
Le Pontet;830000;1;734+300;51e2dd5c-6665-11e3-afff-01f464e0362d;849592.8728;6321928.854699999;4.864638043304655;43.980464663171794;43.980464663171794, 4.864638043304655;43.98046466314948, 4.864638043304656;"{""coordinates"": [4.864638043304656, 43.98046466314948], ""type"": ""Point""}"
Chambéry-Challes-les-Eaux;903606;1;001+137;cef21dd4-dfb5-11e3-8eff-01a464e0362d;925364.1863999963;6503315.440699998;5.891173877431905;45.592216815526044;45.592216815526044, 5.891173877431905;45.59221681550814, 5.891173877431908;"{""coordinates"": [5.891173877431908, 45.59221681550814], ""type"": ""Point""}"
Crest;912000;1;009+279;cef49778-dfb5-11e3-8eff-01a464e0362d;852320.4494000003;6407175.5022;4.924516123372094;44.74700633274109;44.74700633274109, 4.924516123372094;44.7470063327208, 4.924516123372096;"{""coordinates"": [4.924516123372096, 44.7470063327208], ""type"": ""Point""}"
Kerhuon;420000;1;614+367;51e6bff8-6665-11e3-afff-01f464e0362d;154639.25940000266;6837783.674199998;-4.380341022531241;48.4107969256543;48.4107969256543, -4.3803410225312405;48.410796925629946, -4.380341022531247;"{""coordinates"": [-4.380341022531247, 48.410796925629946], ""type"": ""Point""}"
;254610;1;003+347;cef8a6dc-dfb5-11e3-8eff-01a464e0362d;732609.8304999992;7026064.075199999;3.457394428551681;50.331498156264125;50.331498156264125, 3.4573944285516807;50.33149815624911, 3.4573944285516816;"{""coordinates"": [3.457394428551682, 50.33149815624911], ""type"": ""Point""}"
Carpentras;926000;1;022+367;51e7e12a-6665-11e3-afff-01f464e0362d;863882.0973000005;6329612.168699998;5.045153535306534;44.04640963698608;44.04640963698608, 5.045153535306534;44.04640963696394, 5.045153535306536;"{""coordinates"": [5.045153535306536, 44.04640963696394], ""type"": ""Point""}"
Sillery;081000;1;211+666;51e09610-6665-11e3-afff-01f464e0362d;783853.3448999971;6900842.8204;4.150488961121075;49.201808251673796;49.201808251673796, 4.1504889611210745;49.20180825165346, 4.150488961121075;"{""coordinates"": [4.150488961121075, 49.20180825165346], ""type"": ""Point""}"
Pierrelatte;830646;1;002+550;51e1e06a-6665-11e3-afff-01f464e0362d;837317.0063000023;6363740.333700001;4.723043490950707;44.35921144302928;44.35921144302928, 4.723043490950707;44.35921144300796, 4.723043490950709;"{""coordinates"": [4.723043490950709, 44.35921144300796], ""type"": ""Point""}"
St-Jory;640000;1;246+800;51ea34b6-6665-11e3-afff-01f464e0362d;570949.4604000002;6288865.357900001;1.399692288434649;43.68705285288672;43.68705285288672, 1.3996922884346494;43.6870528528637, 1.3996922884346483;"{""coordinates"": [1.399692288434648, 43.6870528528637], ""type"": ""Point""}"
Vierzon-Ville;590000;2;204+417;51e0c692-6665-11e3-afff-01f464e0362d;631422.3078000024;6679981.221900001;2.093848627342799;47.21658534166611;47.21658534166611, 2.0938486273427985;47.21658534165294, 2.093848627342798;"{""coordinates"": [2.093848627342798, 47.21658534165294], ""type"": ""Point""}"
Amifontaine;082000;1;028+316;cef376d0-dfb5-11e3-8eff-01a464e0362d;765787.253200002;6932375.981699999;3.907615027915161;49.48734946082404;49.48734946082404, 3.9076150279151607;49.48734946080511, 3.9076150279151607;"{""coordinates"": [3.907615027915161, 49.48734946080511], ""type"": ""Point""}"
Bagnac;720000;1;249+339;51e3acb0-6665-11e3-afff-01f464e0362d;631424.3046000004;6395763.987300001;2.135012629093926;44.65760043921974;44.65760043921974, 2.1350126290939255;44.65760043919922, 2.135012629093925;"{""coordinates"": [2.135012629093925, 44.65760043919922], ""type"": ""Point""}"
;736000;1;362+700;51e6dfb8-6665-11e3-afff-01f464e0362d;634703.9918000028;6277350.5995000005;2.191667846314591;43.59220423140269;43.59220423140269, 2.191667846314591;43.59220423137941, 2.1916678463145907;"{""coordinates"": [2.191667846314591, 43.59220423137941], ""type"": ""Point""}"
;329000;1;029+951;51f26d5c-6665-11e3-afff-01f464e0362d;636669.4526000023;6885163.489100002;2.133423430039144;49.06320544997322;49.06320544997322, 2.133423430039144;49.06320544995219, 2.133423430039143;"{""coordinates"": [2.133423430039143, 49.06320544995219], ""type"": ""Point""}"
Chaumont;001000;1;255+016;51e33b22-6665-11e3-afff-01f464e0362d;852468.7413000017;6780020.2245000005;5.048577766437432;48.102754022192975;48.102754022192975, 5.048577766437432;48.10275402218238, 5.048577766437433;"{""coordinates"": [5.048577766437433, 48.10275402218238], ""type"": ""Point""}"
Louviers;370000;1;070+020;51e2f8a2-6665-11e3-afff-01f464e0362d;567249.3310000002;6903172.567200001;1.178084240959405;49.21447608711215;49.21447608711215, 1.1780842409594054;49.21447608709188, 1.178084240959404;"{""coordinates"": [1.178084240959404, 49.21447608709188], ""type"": ""Point""}"
Châteauneuf-sur-Loire;687000;1;144+665;51f088fa-6665-11e3-afff-01f464e0362d;639649.5063999966;6752164.474100001;2.192800846321088;47.867098549999554;47.867098549999554, 2.192800846321088;47.86709854998828, 2.192800846321087;"{""coordinates"": [2.192800846321087, 47.86709854998828], ""type"": ""Point""}"
Rodez;725000;1;622+577;51e1fe08-6665-11e3-afff-01f464e0362d;668276.9690999985;6362584.545200001;2.601955088451012;44.36157448868105;44.36157448868105, 2.6019550884510116;44.36157448865974, 2.601955088451011;"{""coordinates"": [2.601955088451011, 44.36157448865974], ""type"": ""Point""}"
Albi;736000;1;410+214;51dfaf1c-6665-11e3-afff-01f464e0362d;631277.1388000026;6311836.067899998;2.144623889593756;43.90218006265564;43.90218006265564, 2.144623889593756;43.902180062633136, 2.144623889593756;"{""coordinates"": [2.144623889593756, 43.902180062633136], ""type"": ""Point""}"
Carhaix;485000;1;558+160;cef31798-dfb5-11e3-8eff-01a464e0362d;213544.5747999996;6817367.117199998;-3.564163939702252;48.274557805743186;48.274557805743186, -3.564163939702252;48.27455780573308, -3.564163939702257;"{""coordinates"": [-3.564163939702257, 48.27455780573308], ""type"": ""Point""}"
Blois-Chambord;591000;1;175+202;cef3ea74-dfb5-11e3-8eff-01a464e0362d;576401.692400001;6725620.6316;1.354430262089902;47.61937597610145;47.61937597610145, 1.3544302620899022;47.61937597608945, 1.354430262089901;"{""coordinates"": [1.354430262089901, 47.61937597608945], ""type"": ""Point""}"
St-Julien (Côtes-d'Armor);475000;1;480+567;51e014e0-6665-11e3-afff-01f464e0362d;271449.5282000005;6834256.314599998;-2.802509215084848;48.466796467307205;48.466796467307205, -2.802509215084848;48.46679646728314, -2.8025092150848527;"{""coordinates"": [-2.802509215084853, 48.46679646728314], ""type"": ""Point""}"
Courpière;785000;1;413+128;51e3cf5a-6665-11e3-afff-01f464e0362d;741886.8588000014;6516063.174600001;3.538710331233344;45.742877590733286;45.742877590733286, 3.5387103312333443;45.7428775907158, 3.5387103312333443;"{""coordinates"": [3.538710331233344, 45.7428775907158], ""type"": ""Point""}"
;947000;1;064+902;51f0e378-6665-11e3-afff-01f464e0362d;912034.1275999993;6266389.4936;5.61950423644434;43.464945988913215;43.464945988913215, 5.61950423644434;43.464945988889625, 5.6195042364443415;"{""coordinates"": [5.619504236444341, 43.464945988889625], ""type"": ""Point""}"
Chartres;409000;1;002+583;51e23c78-6665-11e3-afff-01f464e0362d;585298.0807999969;6817766.588300001;1.448745962159796;48.45003227645541;48.45003227645541, 1.4487459621597962;48.450032276431266, 1.448745962159795;"{""coordinates"": [1.448745962159795, 48.450032276431266], ""type"": ""Point""}"
Nemours-St-Pierre;750000;1;085+332;51eac26c-6665-11e3-afff-01f464e0362d;676472.3180999979;6797326.737599999;2.682877543796529;48.27584975266065;48.27584975266065, 2.6828775437965287;48.27584975265055, 2.6828775437965287;"{""coordinates"": [2.682877543796529, 48.27584975265055], ""type"": ""Point""}"
;930000;1;217+620;51df1d8a-6665-11e3-afff-01f464e0362d;1039009.3480999991;6294247.3477;7.204084714910843;43.66602358804265;43.66602358804265, 7.204084714910843;43.666023588019556, 7.204084714910846;"{""coordinates"": [7.204084714910846, 43.666023588019556], ""type"": ""Point""}"
Fourchambault;750000;1;246+135;51f1ac7c-6665-11e3-afff-01f464e0362d;706586.3903999999;6658138.5385;3.086716085925394;47.02344529860145;47.02344529860145, 3.0867160859253944;47.023445298587696, 3.0867160859253944;"{""coordinates"": [3.086716085925394, 47.023445298587696], ""type"": ""Point""}"
Bergerac;629000;1;609+264;51df43a4-6665-11e3-afff-01f464e0362d;503404.00869999826;6420453.358399998;0.511119753558424;44.85536495399162;44.85536495399162, 0.5111197535584243;44.85536495397162, 0.5111197535584231;"{""coordinates"": [0.511119753558423, 44.85536495397162], ""type"": ""Point""}"
Thionville;180000;2;192+975;51e38b12-6665-11e3-afff-01f464e0362d;930326.2594000027;6926322.550099999;6.172704303500757;49.39474438996584;49.39474438996584, 6.1727043035007565;49.39474438994646, 6.17270430350076;"{""coordinates"": [6.17270430350076, 49.39474438994646], ""type"": ""Point""}"
Engenville;684000;1;086+255;51e107d2-6665-11e3-afff-01f464e0362d;643357.7563000023;6793432.417800002;2.237063272804586;48.23877339143869;48.23877339143869, 2.237063272804586;48.2387733914285, 2.2370632728045856;"{""coordinates"": [2.237063272804586, 48.2387733914285], ""type"": ""Point""}"
Rosporden;476000;1;671+579;51e2a374-6665-11e3-afff-01f464e0362d;185930.1678000018;6781705.460900001;-3.893037739883815;47.93367177267937;47.93367177267937, -3.893037739883815;47.93367177266829, -3.89303773988382;"{""coordinates"": [-3.89303773988382, 47.93367177266829], ""type"": ""Point""}"
Les Aubrais-Orléans;686000;1;121+046;51df8264-6665-11e3-afff-01f464e0362d;620960.1875;6760733.404599998;1.941317536415303;47.94222331097488;47.94222331097488, 1.941317536415303;47.94222331096382, 1.9413175364153024;"{""coordinates"": [1.941317536415302, 47.94222331096382], ""type"": ""Point""}"
Corbeil-Essonnes;745000;1;032+142;51eaae5c-6665-11e3-afff-01f464e0362d;661287.8610000014;6835211.073800001;2.474819526411761;48.61593479471179;48.61593479471179, 2.474819526411761;48.6159347946885, 2.4748195264117605;"{""coordinates"": [2.474819526411761, 48.6159347946885], ""type"": ""Point""}"
Auxy-Juranville;745000;1;103+215;51e9aab8-6665-11e3-afff-01f464e0362d;662607.8845999986;6775686.5517;2.497862023078602;48.08048566831742;48.08048566831742, 2.4978620230786017;48.080485668306764, 2.4978620230786017;"{""coordinates"": [2.497862023078602, 48.080485668306764], ""type"": ""Point""}"
Conflans-Fin-d'Oise;338000;1;024+728;51e40074-6665-11e3-afff-01f464e0362d;632513.7902999967;6875985.190400001;2.078031229200042;48.98025783518868;48.98025783518868, 2.078031229200042;48.98025783516724, 2.078031229200041;"{""coordinates"": [2.078031229200041, 48.98025783516724], ""type"": ""Point""}"
Fécamp-St-Ouen;357000;1;070+973;cef49b5a-dfb5-11e3-8eff-01a464e0362d;510957.75630000234;6965477.130899999;0.377609871760137;49.75998777125807;49.75998777125807, 0.377609871760137;49.75998777124044, 0.377609871760135;"{""coordinates"": [0.377609871760135, 49.75998777124044], ""type"": ""Point""}"
Sucy-Bonneuil;957316;1;077+444;cef5dfc2-dfb5-11e3-8eff-01a464e0362d;663686.6415000036;6852003.856899999;2.505935812105331;48.76711366430173;48.76711366430173, 2.505935812105331;48.76711366427922, 2.5059358121053306;"{""coordinates"": [2.505935812105331, 48.76711366427922], ""type"": ""Point""}"
Donges;515000;1;481+003;51f06caa-6665-11e3-afff-01f464e0362d;317075.9893999994;6702125.145500001;-2.071823015026477;47.308730136941996;47.308730136941996, -2.0718230150264767;47.30873013692907, -2.07182301502648;"{""coordinates"": [-2.07182301502648, 47.30873013692907], ""type"": ""Point""}"
St-Étienne-Pont-de-l'Âne;780000;1;000+986;51e2f470-6665-11e3-afff-01f464e0362d;809170.1947999969;6484923.995900001;4.396837542541501;45.455068010671226;45.455068010671226, 4.396837542541501;45.45506801065291, 4.396837542541501;"{""coordinates"": [4.396837542541501, 45.45506801065291], ""type"": ""Point""}"
Anglefort;890000;1;110+212;51e0dac0-6665-11e3-afff-01f464e0362d;918826.9095999971;6538747.366;5.823627458280003;45.9131976054246;45.9131976054246, 5.8236274582800025;45.91319760540761, 5.823627458280004;"{""coordinates"": [5.823627458280004, 45.91319760540761], ""type"": ""Point""}"
Gaillon-Aubevoye;340000;1;089+524;51e337c8-6665-11e3-afff-01f464e0362d;582917.7511000037;6896506.2245000005;1.394919250530189;49.15761370924762;49.15761370924762, 1.3949192505301893;49.15761370922709, 1.3949192505301877;"{""coordinates"": [1.394919250530188, 49.15761370922709], ""type"": ""Point""}"
Douzies;253000;1;080+240;cef933fa-dfb5-11e3-8eff-01a464e0362d;765554.819600001;7020108.853399999;3.918487075032651;50.27545408005485;50.27545408005485, 3.9184870750326506;50.275454080039594, 3.918487075032651;"{""coordinates"": [3.918487075032651, 50.275454080039594], ""type"": ""Point""}"
Luché;525000;1;139+625;cef48818-dfb5-11e3-8eff-01a464e0362d;447817.5649999976;6650660.8605;-0.314140716514932;46.908497555222496;46.908497555222496, -0.3141407165149319;46.90849755520841, -0.3141407165149343;"{""coordinates"": [-0.314140716514934, 46.90849755520841], ""type"": ""Point""}"
Breteuil;422000;1;054+896;51e220d4-6665-11e3-afff-01f464e0362d;547783.2431000024;6861130.942299999;0.926190996618411;48.83224331127682;48.83224331127682, 0.926190996618411;48.83224331125463, 0.9261909966184093;"{""coordinates"": [0.926190996618409, 48.83224331125463], ""type"": ""Point""}"
Baud;474000;1;610+813;51e8da9e-6665-11e3-afff-01f464e0362d;245942.5095999986;6770033.722199999;-3.079712237460043;47.873299506568465;47.873299506568465, -3.079712237460043;47.87329950655721, -3.0797122374600487;"{""coordinates"": [-3.079712237460049, 47.87329950655721], ""type"": ""Point""}"
Fourmies;240000;1;124+333;cef72ad0-dfb5-11e3-8eff-01a464e0362d;775496.6265999973;6992107.081799999;4.052536702766171;50.02289405334109;50.02289405334109, 4.052536702766171;50.02289405332469, 4.052536702766172;"{""coordinates"": [4.052536702766172, 50.02289405332469], ""type"": ""Point""}"
Reichstett;145000;1;007+730;51e2a1c6-6665-11e3-afff-01f464e0362d;1051947.0354999974;6848528.271899998;7.779792378498592;48.64103594448375;48.64103594448375, 7.779792378498592;48.64103594446058, 7.779792378498595;"{""coordinates"": [7.779792378498595, 48.64103594446058], ""type"": ""Point""}"
Bricon;840000;1;003+220;51e0b678-6665-11e3-afff-01f464e0362d;845143.9777000025;6775854.498199999;4.948821765162266;48.066948461475896;48.066948461475896, 4.948821765162266;48.0669484614652, 4.948821765162267;"{""coordinates"": [4.948821765162267, 48.0669484614652], ""type"": ""Point""}"
Pezou;550000;1;169+550;51e83e7e-6665-11e3-afff-01f464e0362d;557688.8426000029;6751448.951499999;1.097094457287827;47.848001662986;47.848001662986, 1.0970944572878267;47.84800166297466, 1.0970944572878252;"{""coordinates"": [1.097094457287825, 47.84800166297466], ""type"": ""Point""}"
Jalons-les-Vignes;070000;1;161+380;51e07b28-6665-11e3-afff-01f464e0362d;789338.8260999992;6878530.557399999;4.221006123996275;49.00047760616604;49.00047760616604, 4.221006123996275;49.0004776061447, 4.221006123996275;"{""coordinates"": [4.221006123996275, 49.0004776061447], ""type"": ""Point""}"
Émerainville-Pontault-Combault;001606;1;000+202;51ef999e-6665-11e3-afff-01f464e0362d;670928.3901999965;6856871.7870000005;2.604130085939604;48.811260935202945;48.811260935202945, 2.6041300859396044;48.811260935180655, 2.604130085939604;"{""coordinates"": [2.604130085939604, 48.811260935180655], ""type"": ""Point""}"
Coolus;006000;2;001+095;51e929a0-6665-11e3-afff-01f464e0362d;799035.2674999982;6869968.226500001;4.351501350863948;48.922072087940435;48.922072087940435, 4.351501350863948;48.9220720879187, 4.351501350863949;"{""coordinates"": [4.351501350863949, 48.9220720879187], ""type"": ""Point""}"
St-Pierre-du-Vauvray;340000;1;106+830;51ebcb10-6665-11e3-afff-01f464e0362d;570715.8029000014;6905401.4285;1.224955529764379;49.23521816260286;49.23521816260286, 1.2249555297643788;49.2352181625827, 1.2249555297643775;"{""coordinates"": [1.224955529764377, 49.2352181625827], ""type"": ""Point""}"
Oulchy-Breny;072000;1;096+130;51e7780a-6665-11e3-afff-01f464e0362d;724021.2122000009;6899247.5841999985;3.329507137243614;49.19250806649243;49.19250806649243, 3.3295071372436142;49.19250806647206, 3.3295071372436142;"{""coordinates"": [3.329507137243614, 49.19250806647206], ""type"": ""Point""}"
St-Léonard;064000;1;000+967;51e5fd70-6665-11e3-afff-01f464e0362d;992602.7172000036;6797094.611299999;6.940493489733401;48.20848140045259;48.20848140045259, 6.940493489733401;48.20848140044231, 6.940493489733405;"{""coordinates"": [6.940493489733405, 48.20848140044231], ""type"": ""Point""}"
Chambéry-Challes-les-Eaux;903608;1;000+277;cef21020-dfb5-11e3-8eff-01a464e0362d;925926.1437000036;6502580.6873;5.898030910135192;45.585419521326685;45.585419521326685, 5.8980309101351915;45.58541952130875, 5.898030910135192;"{""coordinates"": [5.898030910135192, 45.58541952130875], ""type"": ""Point""}"
