IDRESEAU;LIBELLE;CODE_LIGNE;RG_TRONCON;PK;IDGAIA;GARE;X_L93;Y_L93;X_WGS84;Y_WGS84;C_GEO;Geo Point;Geo Shape
154338;Faisceau impair;947000;1;070+471;51f0fab8-6665-11e3-afff-01f464e0362d;;906548.7018000036;6266758.201400001;5.551931352227059;43.46987717410061;43.46987717410061, 5.551931352227059;43.46987717407703, 5.55193135222706;"{""coordinates"": [5.55193135222706, 43.46987717407703], ""type"": ""Point""}"
132132;Faisceau Pair;705000;1;340+730;51e10ea0-6665-11e3-afff-01f464e0362d;Commentry;679880.317900002;6577295.5986;2.738629281150936;46.29525528821464;46.29525528821464, 2.738629281150936;46.29525528819874, 2.738629281150936;"{""coordinates"": [2.738629281150936, 46.29525528819874], ""type"": ""Point""}"
156056;Faisceau Impair;610000;2;412+580;cef1cb40-dfb5-11e3-8eff-01a464e0362d;Aixe-sur-Vienne;556206.7158000022;6523447.6426;1.148746286387426;45.79548125006451;45.79548125006451, 1.148746286387426;45.79548125004716, 1.148746286387425;"{""coordinates"": [1.148746286387425, 45.79548125004716], ""type"": ""Point""}"
154418;Faisceau pair;561000;1;296+121;51f17e50-6665-11e3-afff-01f464e0362d;Aubigné-Racan;494738.36900000274;6735499.261700001;0.26331653526517;47.68786591001665;47.68786591001665, 0.2633165352651699;47.68786591000483, 0.2633165352651679;"{""coordinates"": [0.263316535265168, 47.68786591000483], ""type"": ""Point""}"
73137;Faisceau Central V4 à V14;272000;1;028+933;51e037e6-6665-11e3-afff-01f464e0362d;Survilliers-Fosses;665304.7344999984;6888306.5901999995;2.524979083845261;49.09365244025553;49.09365244025553, 2.524979083845261;49.09365244023467, 2.5249790838452606;"{""coordinates"": [2.524979083845261, 49.09365244023467], ""type"": ""Point""}"
128361;Faisceau C (Poste B7);001000;1;006+903;51e33a4e-6665-11e3-afff-01f464e0362d;Pantin;658465.5857999995;6866651.6437;2.433472795787747;48.8985287569332;48.8985287569332, 2.4334727957877473;48.898528756911354, 2.433472795787747;"{""coordinates"": [2.433472795787747, 48.898528756911354], ""type"": ""Point""}"
155379;Faisceau impair;370000;1;087+553;51ef7af8-6665-11e3-afff-01f464e0362d;St-Pierre-lès-Elbeuf;557028.0851000026;6909414.749499999;1.035729405252552;49.26837369438046;49.26837369438046, 1.0357294052525523;49.26837369436045, 1.0357294052525507;"{""coordinates"": [1.035729405252551, 49.26837369436045], ""type"": ""Point""}"
155007;Faisceau Garages Impairs;272000;1;212+825;51efacca-6665-11e3-afff-01f464e0362d;Corbehem;703654.0855000019;7027508.758099999;3.051266928087453;50.345305897416154;50.345305897416154, 3.0512669280874527;50.345305897401204, 3.0512669280874527;"{""coordinates"": [3.051266928087453, 50.345305897401204], ""type"": ""Point""}"
86430;Faisceau Coutras V57 à V125;570000;3;532+513;51e12da0-6665-11e3-afff-01f464e0362d;Coutras;452492.1854000017;6441361.615400001;-0.143340182057022;45.02715162000797;45.02715162000797, -0.14334018205702204;45.02715161998847, -0.14334018205702403;"{""coordinates"": [-0.143340182057024, 45.02715161998847], ""type"": ""Point""}"
153240;Faisceau Impair V3 à V5;650000;1;090+553;51ea26a4-6665-11e3-afff-01f464e0362d;St-Gaudens;514781.8875999972;6225389.6985;0.72616939610458;43.103780095568176;43.103780095568176, 0.72616939610458;43.103780095543755, 0.7261693961045788;"{""coordinates"": [0.726169396104579, 43.103780095543755], ""type"": ""Point""}"
153049;Faisceau Garages Impairs;325000;2;000+077;51ea1d78-6665-11e3-afff-01f464e0362d;Abancourt;611559.9099000022;6954809.608800001;1.775104444381022;49.68618310535245;49.68618310535245, 1.7751044443810224;49.68618310533447, 1.7751044443810216;"{""coordinates"": [1.775104444381022, 49.68618310533447], ""type"": ""Point""}"
153190;Faisceau Impair;713000;1;483+660;51ea6326-6665-11e3-afff-01f464e0362d;Meymac;635050.867899999;6492805.007300001;2.167854220897382;45.53164729363436;45.53164729363436, 2.167854220897382;45.531647293616274, 2.167854220897381;"{""coordinates"": [2.167854220897381, 45.531647293616274], ""type"": ""Point""}"
157422;Faisceau impair 3 à 7;850000;1;453+720;cef8be76-dfb5-11e3-8eff-01a464e0362d;Les Longevilles-Rochejean;951907.2119000033;6633681.275600001;6.301204460020521;46.75585402062092;46.75585402062092, 6.301204460020521;46.75585402060638, 6.301204460020524;"{""coordinates"": [6.301204460020524, 46.75585402060638], ""type"": ""Point""}"
155017;Faisceau Impair;579000;1;017+925;51f0ea1a-6665-11e3-afff-01f464e0362d;Cognac;441780.3167999983;6515127.802299999;-0.318574953848929;45.68687260035201;45.68687260035201, -0.3185749538489289;45.68687260033436, -0.3185749538489313;"{""coordinates"": [-0.318574953848931, 45.68687260033436], ""type"": ""Point""}"
128076;Landy Sud;272000;1;002+660;51e88794-6665-11e3-afff-01f464e0362d;Paris-Nord;652601.6996999979;6867439.546100002;2.353405053669852;48.905208956824666;48.905208956824666, 2.3534050536698516;48.90520895680286, 2.353405053669851;"{""coordinates"": [2.353405053669851, 48.90520895680286], ""type"": ""Point""}"
70012;Achères (ex Triage);338000;1;019+775;51e779b6-6665-11e3-afff-01f464e0362d;Achères-Grand-Cormier;634955.4098000005;6873744.746100001;2.111729063878472;48.96036414432408;48.96036414432408, 2.1117290638784723;48.96036414430255, 2.1117290638784714;"{""coordinates"": [2.111729063878471, 48.96036414430255], ""type"": ""Point""}"
72903;Faisceau Marchandises;311000;1;130+061;51e3928e-6665-11e3-afff-01f464e0362d;Amiens;650752.9631000012;6976978.920699999;2.315227806615925;49.88960602190847;49.88960602190847, 2.3152278066159253;49.88960602189144, 2.315227806615925;"{""coordinates"": [2.315227806615925, 49.88960602189144], ""type"": ""Point""}"
73053;Faisceau pair Lozanne;775000;1;095+758;51e1b8e0-6665-11e3-afff-01f464e0362d;Lozanne;830765.4747999981;6529678.102000002;4.685293498594536;45.85419884085503;45.85419884085503, 4.685293498594536;45.854198840837874, 4.685293498594538;"{""coordinates"": [4.685293498594538, 45.854198840837874], ""type"": ""Point""}"
87440;UPT Quimper (ET Bretagne);470000;1;684+294;51e92218-6665-11e3-afff-01f464e0362d;;172184.02489999682;6789643.8422;-4.085909010835588;47.993896388399655;47.993896388399655, -4.0859090108355876;47.99389638838874, -4.085909010835593;"{""coordinates"": [-4.085909010835593, 47.99389638838874], ""type"": ""Point""}"
155869;Faisceau Impair;321000;1;029+810;a4a9e522-9243-11e3-94ff-010c64e0362d;Poix-de-Picardie;627567.9883000031;6964492.924699999;1.995083136434463;49.775210224735865;49.775210224735865, 1.9950831364344626;49.77521022471832, 1.9950831364344617;"{""coordinates"": [1.995083136434462, 49.77521022471832], ""type"": ""Point""}"
153131;Faisceau Pair;900000;1;174+870;51ea415c-6665-11e3-afff-01f464e0362d;Aiguebelle;957700.2773000002;6499419.2293;6.303466487255923;45.54574065537309;45.54574065537309, 6.303466487255923;45.54574065535505, 6.303466487255926;"{""coordinates"": [6.303466487255926, 45.54574065535505], ""type"": ""Point""}"
128494;Garage IDF;420000;1;030+165;51e26a48-6665-11e3-afff-01f464e0362d;Trappes-Marchandises;624287.503700003;6851804.653999999;1.969968158483268;48.76190236897743;48.76190236897743, 1.9699681584832682;48.76190236895489, 1.9699681584832676;"{""coordinates"": [1.969968158483268, 48.76190236895489], ""type"": ""Point""}"
128240;Faisceau V4 à V14;204000;2;268+364;51df8c66-6665-11e3-afff-01f464e0362d;Hayange;922735.6093999967;6919040.096900001;6.064360255244838;49.33202934167284;49.33202934167284, 6.0643602552448375;49.332029341653154, 6.06436025524484;"{""coordinates"": [6.06436025524484, 49.332029341653154], ""type"": ""Point""}"
157485;Faisceau Impair Arques;310000;1;066+875;cef945d6-dfb5-11e3-8eff-01a464e0362d;Arques (Pas-de-Calais);650664.5169999972;7070442.2009;2.302518946204179;50.72871068455125;50.72871068455125, 2.3025189462041786;50.728710684537994, 2.302518946204178;"{""coordinates"": [2.302518946204178, 50.728710684537994], ""type"": ""Point""}"
73035;Faisceau St-Clair-les-Roches Impair;830000;1;554+811;51e76e1c-6665-11e3-afff-01f464e0362d;St-Clair-les-Roches;838173.8024000004;6484410.124899998;4.767681861747538;45.44520877720416;45.44520877720416, 4.767681861747538;45.44520877718583, 4.76768186174754;"{""coordinates"": [4.76768186174754, 45.44520877718583], ""type"": ""Point""}"
155266;Faisceau Impair;242000;1;107+950;51ee161c-6665-11e3-afff-01f464e0362d;Noyon;701468.058600001;6942048.270199999;3.020288830457342;49.577671343844365;49.577671343844365, 3.0202888304573423;49.577671343825855, 3.0202888304573423;"{""coordinates"": [3.020288830457342, 49.577671343825855], ""type"": ""Point""}"
86525;Faisceau Epernay Cumières V1 à V10;070000;1;140+580;51e6a284-6665-11e3-afff-01f464e0362d;Epernay;769667.5041000023;6883976.3024;3.953083512956869;49.05187502514147;49.05187502514147, 3.9530835129568693;49.0518750251204, 3.95308351295687;"{""coordinates"": [3.95308351295687, 49.0518750251204], ""type"": ""Point""}"
132065;Faisceau V70 et V72;679000;1;469+324;51e66cf0-6665-11e3-afff-01f464e0362d;Perpignan;689052.4786000028;6176442.495499998;2.866581284519918;42.68751687097479;42.68751687097479, 2.8665812845199183;42.68751687094943, 2.8665812845199183;"{""coordinates"": [2.866581284519918, 42.68751687094943], ""type"": ""Point""}"
128164;Faisceau impair;042000;1;080+618;51e00fe2-6665-11e3-afff-01f464e0362d;Bains-les-Bains;945507.2339999974;6769313.436799999;6.291478888018363;47.978151209894676;47.978151209894676, 6.291478888018363;47.97815120988372, 6.291478888018366;"{""coordinates"": [6.291478888018366, 47.97815120988372], ""type"": ""Point""}"
155837;Faisceau Impair;695000;1;390+795;a4aa1ff0-9243-11e3-94ff-010c64e0362d;Létrade;660538.6221000031;6531959.6107;2.491165661745751;45.88616521686815;45.88616521686815, 2.491165661745751;45.88616521685108, 2.4911656617457507;"{""coordinates"": [2.491165661745751, 45.88616521685108], ""type"": ""Point""}"
155321;Faisceau Port 2000;341116;1;024+900;51eecb66-6665-11e3-afff-01f464e0362d;;500056.9780000001;6931997.942200001;0.242725198369496;49.4559717598383;49.4559717598383, 0.2427251983694962;49.455971759819214, 0.2427251983694934;"{""coordinates"": [0.242725198369493, 49.455971759819214], ""type"": ""Point""}"
10316040;Faisceau 3;830000;1;313+620;14de8724-a761-11eb-97ff-01a0b2273146;Dijon-Ville;852517.421099998;6693348.5896999985;5.019455556718617;47.32290899531408;47.32290899531408, 5.019455556718617;47.3229089953012, 5.0194555567186185;"{""coordinates"": [5.019455556718619, 47.3229089953012], ""type"": ""Point""}"
157479;Faisceau Pair Attin-Garage;308000;1;125+514;cef9e404-dfb5-11e3-8eff-01a464e0362d;Attin-Garage;611227.8291999996;7043666.809999999;1.751041791435247;50.48406634685274;50.48406634685274, 1.7510417914352467;50.48406634683842, 1.7510417914352459;"{""coordinates"": [1.751041791435246, 50.48406634683842], ""type"": ""Point""}"
153254;Faisceau Impair;668000;1;123+808;51ea924c-6665-11e3-afff-01f464e0362d;Marignac-St-Béat;508255.42339999974;6204901.085700002;0.653565914592542;42.917876925844794;42.917876925844794, 0.653565914592542;42.917876925819925, 0.6535659145925408;"{""coordinates"": [0.653565914592541, 42.917876925819925], ""type"": ""Point""}"
128153;Faisceau impair;026000;1;020+815;51e8256e-6665-11e3-afff-01f464e0362d;Manois;875425.6894000024;6799721.232799999;5.364781755995617;48.27418256570383;48.27418256570383, 5.364781755995617;48.274182565693735, 5.364781755995619;"{""coordinates"": [5.364781755995619, 48.274182565693735], ""type"": ""Point""}"
73111;Faisceau Paris-Batignolles Remblai;334000;1;002+025;51e616fe-6665-11e3-afff-01f464e0362d;Paris-Batignolles;649399.2553000003;6865883.758299999;2.309905797387169;48.890974703700294;48.890974703700294, 2.3099057973871693;48.89097470367841, 2.309905797387169;"{""coordinates"": [2.309905797387169, 48.89097470367841], ""type"": ""Point""}"
128357;Faisceau DN;001000;1;007+630;51e659a4-6665-11e3-afff-01f464e0362d;Noisy-le-Sec;659138.6821999997;6866396.878199998;2.442678013784631;48.89628081576976;48.89628081576976, 2.442678013784631;48.8962808157479, 2.4426780137846307;"{""coordinates"": [2.442678013784631, 48.8962808157479], ""type"": ""Point""}"
73129;Faisceau Impair - Point C;590000;2;264+833;51e03a68-6665-11e3-afff-01f464e0362d;Châteauroux;600452.0428000018;6634962.197799999;1.694520306941693;46.80739751805397;46.80739751805397, 1.694520306941693;46.80739751803957, 1.6945203069416919;"{""coordinates"": [1.694520306941692, 46.80739751803957], ""type"": ""Point""}"
132399;Faisceau Local;314000;1;291+567;51e204d8-6665-11e3-afff-01f464e0362d;Calais-Fréthun;618687.6076999977;7093501.479899999;1.845731361803741;50.93221214642888;50.93221214642888, 1.8457313618037408;50.93221214641649, 1.8457313618037396;"{""coordinates"": [1.84573136180374, 50.93221214641649], ""type"": ""Point""}"
128278;Faisceau Rosières-aux-Salines;070000;1;370+500;51e266ee-6665-11e3-afff-01f464e0362d;Rosières-aux-Salines;947105.5843999982;6838782.113400001;6.352400207259183;48.60202364673073;48.60202364673073, 6.3524002072591825;48.602023646707366, 6.352400207259184;"{""coordinates"": [6.352400207259184, 48.602023646707366], ""type"": ""Point""}"
153476;Faisceau Pair;754000;1;286+090;51f022e4-6665-11e3-afff-01f464e0362d;Guérigny;715227.5698999986;6665767.3147;3.200740412320834;47.091987140504216;47.091987140504216, 3.2007404123208336;47.09198714049065, 3.2007404123208336;"{""coordinates"": [3.200740412320834, 47.09198714049065], ""type"": ""Point""}"
128573;Faisceau Pair V4 à V20;070000;1;102+848;51e3d8b2-6665-11e3-afff-01f464e0362d;Mézy;736664.0571999997;6885391.673999999;3.501721818790283;49.0673345009398;49.0673345009398, 3.5017218187902834;49.067334500918804, 3.501721818790284;"{""coordinates"": [3.501721818790284, 49.067334500918804], ""type"": ""Point""}"
155235;Faisceau pair;880000;1;413+495;51ed74da-6665-11e3-afff-01f464e0362d;;905390.7343999967;6641349.429099999;5.695568803629388;46.8407484575024;46.8407484575024, 5.695568803629388;46.84074845748808, 5.695568803629389;"{""coordinates"": [5.695568803629389, 46.84074845748808], ""type"": ""Point""}"
154332;Centre de maintenance TGV;945000;1;003+573;51f0ceaa-6665-11e3-afff-01f464e0362d;Nice-St-Roch;1045613.1459999979;6301168.497499999;7.290478643849648;43.72501683220756;43.72501683220756, 7.290478643849648;43.725016832184615, 7.290478643849651;"{""coordinates"": [7.290478643849651, 43.725016832184615], ""type"": ""Point""}"
155081;Faisceau V6;640000;1;135+030;51ef0be8-6665-11e3-afff-01f464e0362d;Agen;509464.8857000023;6348312.158500001;0.615374411129116;44.207925750068185;44.207925750068185, 0.6153744111291157;44.20792575004648, 0.6153744111291142;"{""coordinates"": [0.615374411129114, 44.20792575004648], ""type"": ""Point""}"
156815;Faisceau impair 5 à 23;570000;3;303+675;cef6bf8e-dfb5-11e3-8eff-01a464e0362d;Châtellerault;513249.11840000004;6638115.688900001;0.550213917020587;46.81711489434767;46.81711489434767, 0.5502139170205868;46.8171148943333, 0.5502139170205852;"{""coordinates"": [0.550213917020585, 46.8171148943333], ""type"": ""Point""}"
128256;Faisceau impair Pont-Saint-Vincent;040000;1;014+109;51e7537a-6665-11e3-afff-01f464e0362d;Pont-St-Vincent;928902.1805000007;6837742.0847;6.10515071298218;48.59936979714592;48.59936979714592, 6.10515071298218;48.59936979712254, 6.105150712982183;"{""coordinates"": [6.105150712982183, 48.59936979712254], ""type"": ""Point""}"
156097;Faisceau pair;923000;1;076+667;cef17360-dfb5-11e3-8eff-01a464e0362d;Pertuis;901706.3872999996;6290545.484099999;5.501451562947351;43.68518743952657;43.68518743952657, 5.501451562947351;43.68518743950352, 5.501451562947354;"{""coordinates"": [5.501451562947354, 43.68518743950352], ""type"": ""Point""}"
153415;Faisceau Impair;015000;1;207+650;51ee58ce-6665-11e3-afff-01f464e0362d;Brienne-le-Château;813397.6529000029;6811289.561999999;4.531920092378147;48.392002091912325;48.392002091912325, 4.531920092378147;48.392002091887875, 4.531920092378148;"{""coordinates"": [4.531920092378148, 48.392002091887875], ""type"": ""Point""}"
132062;Faisceau Pair;677000;1;497+159;51e2d348-6665-11e3-afff-01f464e0362d;Port-Vendres;708348.881099999;6157071.579100002;3.101445531065724;42.51340436666849;42.51340436666849, 3.101445531065724;42.51340436664276, 3.101445531065724;"{""coordinates"": [3.101445531065724, 42.51340436664276], ""type"": ""Point""}"
155493;Faisceau impair;686000;1;129+011;51f0df44-6665-11e3-afff-01f464e0362d;Vennecy;628781.8237999976;6760763.444899999;2.046067216897038;47.94339067267582;47.94339067267582, 2.0460672168970375;47.94339067266476, 2.046067216897037;"{""coordinates"": [2.046067216897037, 47.94339067266476], ""type"": ""Point""}"
153057;Faisceau Paris-St-Lazare Voies 32 à 42;334000;1;000+640;51ea0cd0-6665-11e3-afff-01f464e0362d;Paris-St-Lazare;650258.2216000035;6864823.1653;2.321744059945264;48.88150411300507;48.88150411300507, 2.321744059945264;48.88150411298315, 2.3217440599452637;"{""coordinates"": [2.321744059945264, 48.88150411298315], ""type"": ""Point""}"
85554;Faisceau Impair V3 à V25;570000;3;335+677;51e84a3e-6665-11e3-afff-01f464e0362d;Poitiers;496287.6098999977;6613325.745099999;0.338831420084307;46.58907804186146;46.58907804186146, 0.33883142008430706;46.58907804184644, 0.3388314200843051;"{""coordinates"": [0.338831420084305, 46.58907804184644], ""type"": ""Point""}"
155435;Faisceau impair;590000;2;144+570;51ec0a96-6665-11e3-afff-01f464e0362d;La Ferté-St-Aubin;620006.8990999982;6735844.8244;1.933054633947765;47.718130273266105;47.718130273266105, 1.9330546339477652;47.718130273254395, 1.9330546339477646;"{""coordinates"": [1.933054633947765, 47.718130273254395], ""type"": ""Point""}"
72881;Faisceau Pair V6 à V24;852000;1;484+440;51e1ab6c-6665-11e3-afff-01f464e0362d;Montbéliard;985824.1058000028;6719570.1292;6.799157575971752;47.51460182270391;47.51460182270391, 6.799157575971752;47.51460182269161, 6.799157575971755;"{""coordinates"": [6.799157575971755, 47.51460182269161], ""type"": ""Point""}"
156119;Faisceau impair;905000;1;325+252;cef2e83c-dfb5-11e3-8eff-01a464e0362d;La Brillanne-Oraison;932266.9433000013;6318317.420899998;5.892743124180555;43.92556628670439;43.92556628670439, 5.892743124180555;43.92556628668195, 5.892743124180557;"{""coordinates"": [5.892743124180557, 43.92556628668195], ""type"": ""Point""}"
155155;Faisceau V5 et V7;655000;1;013+227;51ed3224-6665-11e3-afff-01f464e0362d;Gazinet-Cestas;407576.76910000294;6415076.197299998;-0.697371899011596;44.77320057188105;44.77320057188105, -0.6973718990115955;44.773200571860855, -0.6973718990115978;"{""coordinates"": [-0.697371899011598, 44.773200571860855], ""type"": ""Point""}"
155374;Faisceau Quai de Normandie et B,C;366106;1;001+740;51ef3f5a-6665-11e3-afff-01f464e0362d;Cherbourg;367383.40779999644;6957987.8390999995;-1.60445450822862;49.63373935375857;49.63373935375857, -1.6044545082286197;49.633739353740346, -1.6044545082286237;"{""coordinates"": [-1.604454508228624, 49.633739353740346], ""type"": ""Point""}"
157198;Faisceau Impair;253000;1;081+057;cef9499e-dfb5-11e3-8eff-01a464e0362d;Douzies;766372.3461000025;7020087.399599999;3.929936827663128;50.275175549602395;50.275175549602395, 3.929936827663128;50.27517554958713, 3.929936827663128;"{""coordinates"": [3.929936827663128, 50.27517554958713], ""type"": ""Point""}"
156741;Faisceau pair 4 à 8;718000;1;202+201;cef467ba-dfb5-11e3-8eff-01a464e0362d;Gramat;599139.3680000007;6408879.3035;1.725171587002957;44.77172793202789;44.77172793202789, 1.7251715870029571;44.771727932007686, 1.7251715870029563;"{""coordinates"": [1.725171587002956, 44.771727932007686], ""type"": ""Point""}"
153046;Faisceau Garages Impairs;311000;1;175+690;51ea0f50-6665-11e3-afff-01f464e0362d;Abbeville;615647.0790999979;7001277.857700001;1.822103454887317;50.104128394221696;50.104128394221696, 1.8221034548873172;50.10412839420566, 1.8221034548873163;"{""coordinates"": [1.822103454887316, 50.10412839420566], ""type"": ""Point""}"
156149;Chantier Equipement;798000;1;031+085;cef26c06-dfb5-11e3-8eff-01a464e0362d;Darsac;757703.179899998;6449562.5176;3.734163358730569;45.14293968833216;45.14293968833216, 3.7341633587305685;45.142939688312985, 3.7341633587305694;"{""coordinates"": [3.734163358730569, 45.142939688312985], ""type"": ""Point""}"
132330;Faisceau Poste 1 SUCY Côté Port;956306;1;076+384;51e226c6-6665-11e3-afff-01f464e0362d;Valenton;663796.2647999972;6853047.226500001;2.507338693491218;48.77650358804453;48.77650358804453, 2.507338693491218;48.776503588022074, 2.5073386934912176;"{""coordinates"": [2.507338693491218, 48.776503588022074], ""type"": ""Point""}"
156482;Faisceau pair;830000;1;599+008;cef4114c-dfb5-11e3-8eff-01a464e0362d;Tain-l'Hermitage-Tournon;844885.6475000009;6443112.4706999995;4.841200082125574;45.072068759059626;45.072068759059626, 4.841200082125574;45.072068759040256, 4.8412000821255745;"{""coordinates"": [4.841200082125575, 45.072068759040256], ""type"": ""Point""}"
153421;Faisceau Impair;020000;1;243+369;51f04786-6665-11e3-afff-01f464e0362d;Eurville-Bienville;850505.4644000009;6834516.297699999;5.041133872773448;48.59334447894613;48.59334447894613, 5.041133872773448;48.59334447892272, 5.0411338727734485;"{""coordinates"": [5.041133872773448, 48.59334447892272], ""type"": ""Point""}"
154228;Faisceau pair;830000;1;731+657;51eb0888-6665-11e3-afff-01f464e0362d;Sorgues-Châteauneuf-du-Pape;850352.8605000004;6324478.431699999;4.874861981571315;44.003242138764605;44.003242138764605, 4.874861981571315;44.00324213874235, 4.874861981571316;"{""coordinates"": [4.874861981571316, 44.00324213874235], ""type"": ""Point""}"
156609;Faisceau impair 3 et 5;723000;1;615+455;cef58e06-dfb5-11e3-8eff-01a464e0362d;Le Monastier;719918.983599998;6378384.142499998;3.250563917349726;44.504236018941825;44.504236018941825, 3.2505639173497256;44.504236018920906, 3.250563917349726;"{""coordinates"": [3.250563917349726, 44.504236018920906], ""type"": ""Point""}"
155039;Faisceau Voie mère n°1;570000;2;230+568;51eabfdc-6665-11e3-afff-01f464e0362d;St-Pierre-des-Corps;530675.7809000015;6701532.930300001;0.755042339814119;47.392474131095284;47.392474131095284, 0.7550423398141185;47.39247413108262, 0.7550423398141165;"{""coordinates"": [0.755042339814117, 47.39247413108262], ""type"": ""Point""}"
156965;Faisceau impair 3 à 13;655000;1;075+820;cef64bca-dfb5-11e3-8eff-01a464e0362d;Ychoux;385491.0877000019;6366479.703600001;-0.945493140879525;44.326612521101616;44.326612521101616, -0.9454931408795245;44.32661252108021, -0.945493140879527;"{""coordinates"": [-0.945493140879527, 44.32661252108021], ""type"": ""Point""}"
177094;Faisceau Impair;590000;2;499+468;d324c304-731b-11e7-b2ff-01fc64e0362d;Brive-la-Gaillarde;583912.3285999969;6451553.348099999;1.522660756673025;45.15350227306571;45.15350227306571, 1.5226607566730248;45.15350227304654, 1.5226607566730237;"{""coordinates"": [1.522660756673024, 45.15350227304654], ""type"": ""Point""}"
128026;Voies 125 et 153;229000;1;002+950;51e8125e-6665-11e3-afff-01f464e0362d;Paris-La Chapelle;652620.6952999979;6867852.886100002;2.353618018179317;48.908927313378186;48.908927313378186, 2.353618018179317;48.90892731335638, 2.3536180181793163;"{""coordinates"": [2.353618018179316, 48.90892731335638], ""type"": ""Point""}"
156519;Faisceau Impair V3 à V5;561000;1;283+327;cef4b48e-dfb5-11e3-8eff-01a464e0362d;Château-du-Loir;506650.6579999998;6734567.991300002;0.422427903143625;47.683095830162976;47.683095830162976, 0.42242790314362455;47.68309583015115, 0.42242790314362216;"{""coordinates"": [0.422427903143622, 47.68309583015115], ""type"": ""Point""}"
155042;Faisceau V4;583000;1;588+345;51f26512-6665-11e3-afff-01f464e0362d;La Chapelle-d'Ambès;420641.20970000327;6440073.4582;-0.546599144496262;45.003418885879945;45.003418885879945, -0.5465991444962622;45.00341888586036, -0.546599144496265;"{""coordinates"": [-0.546599144496265, 45.00341888586036], ""type"": ""Point""}"
153568;Faisceau Pair;081000;1;212+481;51ec6dd8-6665-11e3-afff-01f464e0362d;Sillery;783080.9720000029;6901110.606699999;4.139946327585609;49.20431616412447;49.20431616412447, 4.1399463275856085;49.20431616410414, 4.13994632758561;"{""coordinates"": [4.13994632758561, 49.20431616410414], ""type"": ""Point""}"
154151;Faisceau V4;830000;1;660+066;51eddd6e-6665-11e3-afff-01f464e0362d;Montélimar;838794.3012000024;6387180.7423;4.748084883176811;44.56987909738794;44.56987909738794, 4.748084883176811;44.56987909736718, 4.748084883176812;"{""coordinates"": [4.748084883176812, 44.56987909736718], ""type"": ""Point""}"
156364;Faisceau Pair;476000;1;679+906;cef121a2-dfb5-11e3-8eff-01a464e0362d;Concarneau;183358.85209999979;6775507.325199999;-3.920075028804299;47.87608258364864;47.87608258364864, -3.9200750288042987;47.8760825836374, -3.920075028804305;"{""coordinates"": [-3.920075028804305, 47.8760825836374], ""type"": ""Point""}"
73007;Faisceau V6 à V36;366106;1;000+090;51e321ec-6665-11e3-afff-01f464e0362d;Cherbourg;366348.3524999991;6957287.749000002;-1.618184141479139;49.62691614370804;49.62691614370804, -1.6181841414791387;49.62691614368976, -1.6181841414791427;"{""coordinates"": [-1.618184141479143, 49.62691614368976], ""type"": ""Point""}"
86490;Faisceau Arles V16 à V64;830000;1;775+814;51e42f40-6665-11e3-afff-01f464e0362d;Arles;831544.2217999995;6289108.4673000015;4.631284494282125;43.688780810326584;43.688780810326584, 4.6312844942821245;43.68878081030355, 4.631284494282125;"{""coordinates"": [4.631284494282125, 43.68878081030355], ""type"": ""Point""}"
155517;Faisceau Tiroir;001000;1;005+035;51ec746e-6665-11e3-afff-01f464e0362d;Pantin;656611.3584999964;6866674.826200001;2.408179790860697;48.89861492313435;48.89861492313435, 2.408179790860697;48.89861492311251, 2.408179790860697;"{""coordinates"": [2.408179790860697, 48.89861492311251], ""type"": ""Point""}"
155213;Faisceau Impair;851000;1;000+728;51f05ab6-6665-11e3-afff-01f464e0362d;;893489.9525000006;6708660.425299998;5.568215995688102;47.44997661814663;47.44997661814663, 5.568215995688102;47.44997661813412, 5.568215995688105;"{""coordinates"": [5.568215995688105, 47.44997661813412], ""type"": ""Point""}"
156887;Faisceau impair 3 et;629000;1;585+900;cef6493e-dfb5-11e3-8eff-01a464e0362d;Ste-Foy-la-Grande;480748.7475999966;6419125.886100002;0.225121303790779;44.83662258565223;44.83662258565223, 0.22512130379077908;44.83662258563219, 0.2251213037907767;"{""coordinates"": [0.225121303790777, 44.83662258563219], ""type"": ""Point""}"
86509;Faisceau Saumur V3 à V13;515000;1;299+853;51e96aec-6665-11e3-afff-01f464e0362d;Saumur;467296.4224999994;6690423.476599999;-0.078785520743037;47.27328874906839;47.27328874906839, -0.07878552074303684;47.27328874905537, -0.07878552074303923;"{""coordinates"": [-0.078785520743039, 47.27328874905537], ""type"": ""Point""}"
155926;Faisceau impair;784000;1;033+492;a4aa5a34-9243-11e3-94ff-010c64e0362d;Pont-de-Dore;738013.075000003;6526538.081300002;3.489726135832554;45.83742821856928;45.83742821856928, 3.4897261358325538;45.83742821855206, 3.489726135832554;"{""coordinates"": [3.489726135832554, 45.83742821855206], ""type"": ""Point""}"
155512;Faisceau pair;690000;1;281+109;51ec94e6-6665-11e3-afff-01f464e0362d;La Guerche-sur-l'Aubois;695847.2980000004;6649816.8708;2.945401477343863;46.948541366783175;46.948541366783175, 2.945401477343863;46.9485413667692, 2.9454014773438626;"{""coordinates"": [2.945401477343863, 46.9485413667692], ""type"": ""Point""}"
